ID,Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
164,2020,Acura,ILX,10717,Sedan,4 Cylinder Engine,Automatic,FWD,Modern Steel Metallic,Black,5,4,Gas,9.9L/100km,7.0L/100km,28995
165,2019,Acura,TLX,60529,Sedan,V6 Cylinder Engine,Automatic,AWD,Platinum White Pearl,Red,5,4,Gas,12.0L/100km,8.2L/100km,34779
166,2019,Acura,TLX,34396,Sedan,3.5L 6cyl,9 Speed Automatic,AWD,Crystal Black Pearl,Tan,5,4,Premium Unleaded,11.4L/100km,7.7L/100km,36499
167,2019,Acura,RDX,65882,SUV,2,Automatic,AWD,White Diamond Pearl,Red,5,4,Gas,11.3L/100km,9.1L/100km,41990
168,2020,Acura,RDX,50329,SUV,4 Cylinder Engine,Automatic,AWD,Majestic Black Pearl,Red,5,4,Gas,11.3L/100km,9.1L/100km,44995
169,2002,Acura,EL,229000,Sedan,1.7L L4 SOHC 16V,Automatic,FWD,Beige,Beige,5,4,Gas,8.2L/100km,6.1L/100km,2998
170,2003,Acura,RSX,230098,Coupe,4 Cylinder Engine,5 Speed Manual,FWD,Nighthawk Black Pearl,Black,4,2,Gas,8.7L/100km,6.5L/100km,6999
171,2002,Acura,EL,123338,Sedan,4 Cylinder Engine,4 Speed Automatic,FWD,Radiant Ruby Pearl,Black,5,4,Gas,8.2L/100km,6.1L/100km,6999
172,2005,Acura,RSX,191492,Coupe,4 Cylinder Engine,5 Speed Automatic,FWD,Satin Silver Metallic,Black,4,2,Gas,9.3L/100km,6.4L/100km,7999
173,2018,Acura,MDX,94862,SUV,6,Automatic,AWD,Crystal Black Pearl,Black,7,4,Gas,12.6L/100km,9.0L/100km,34743
174,2008,Acura,RDX,226356,SUV,4 Cylinder Engine 2.3L,Automatic,AWD,Grey,Black,5,4,Gas,12.5L/100km,9.3L/100km,8995
175,2016,Acura,ILX,99000,Sedan,2.4L 4cyl,8 Speed Automatic with auto-shift,FWD,Blue,Black,5,4,Premium Unleaded,9.4L/100km,6.5L/100km,22900
176,2016,Acura,RDX,81000,SUV,3.5L,Automatic,AWD,White,Beige,5,4,Gas,9.8L/100km,8.7L/100km,24880
177,2019,Acura,ILX,41116,Sedan,Premium Unleaded I-4 2.4 L/144,Automatic,FWD,Platinum White Pearl,Black,5,4,Gas,9.9L/100km,7.0L/100km,29995
178,2019,Acura,TLX,103658,Sedan,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Crystal Black Pearl,Black,5,4,Gas,12.0L/100km,8.2L/100km,34995
179,2019,Acura,TLX,10735,Sedan,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Lunar Silver Metallic,Black,5,4,Gas,11.4L/100km,7.7L/100km,35495
180,2019,Acura,TLX,50412,Sedan,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Modern Steel Metallic,Black,5,4,Gas,11.4L - 12.0L/100km,7.7L - 8.2L/100km,35995
181,2022,Acura,ILX,10122,Sedan,Premium Unleaded I-4 2.4 L/144,Automatic,FWD,Modern Steel Metallic,Black,5,4,Gas,9.9L/100km,7.0L/100km,35995
182,2019,Acura,RDX,80862,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Majestic Black Pearl,Black,5,4,Gas,11.0L/100km,8.6L/100km,35995
183,2018,Acura,ILX,33810,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,Lunar Silver Metallic,Black,5,4,Gas,9.4L/100km,6.8L/100km,26988
184,2019,Acura,RDX,67934,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Majestic Black Pearl,Black,5,4,Gas,11.0L/100km,8.6L/100km,36995
185,2019,Acura,MDX,85772,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Modern Steel Metallic,Black,7,4,Gas,12.2L/100km,9.0L/100km,37995
186,2019,Acura,RDX,65969,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,White Diamond Pearl,Black,5,4,Gas,11.3L/100km,9.1L/100km,38989
187,2019,Acura,RDX,57124,SUV,I-4 cyl,10 Speed Automatic,AWD,White Diamond Pearl,Black,5,4,Premium Unleaded,9.8L/100km,8.7L/100km,38999
188,2020,Acura,TLX,31756,Sedan,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Platinum White Pearl,Black,5,4,Gas,12.0L/100km,8.2L/100km,39836
189,2020,Acura,RDX,102340,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Modern Steel Metallic,Red,5,4,Gas,11.3L/100km,9.1L/100km,39995
190,2020,Acura,RDX,25777,SUV,I-4 cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Black,5,4,Premium Unleaded,11.0L/100km,8.6L/100km,40788
191,2020,Acura,RDX,55635,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Majestic Black Pearl,Black,5,4,Gas,11.0L/100km,8.6L/100km,42995
192,2021,Acura,RDX,92078,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Platinum White Pearl,Black,5,4,Gas,11.0L - 11.3L/100km,8.6L - 9.1L/100km,44995
193,2020,Acura,RDX,39100,SUV,4 Cylinder Engine,10 Speed Automatic,AWD,Platinum White Pearl,Black,5,4,Gas,11.3L/100km,9.1L/100km,44988
194,2020,Acura,MDX,48622,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Majestic Black Pearl,Red,7,4,Gas,12.2L/100km,9.5L/100km,45995
195,2021,Acura,RDX,49050,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Platinum White Pearl,Red,5,4,Gas,11.3L/100km,9.1L/100km,46495
196,2022,Acura,RDX,14700,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Liquid Carbon Metallic,Red,5,4,Gas,11.3L/100km,9.1L/100km,53995
197,2022,Acura,MDX,50845,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Liquid Carbon Metallic,Red,7,4,Gas,12.6L/100km,9.4L/100km,60866
198,2022,Acura,MDX,45339,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Apex Blue Pearl,Red,7,4,Gas,12.6L/100km,9.4L/100km,61417
199,2005,Acura,TSX,316168,Sedan,I-4 cyl,5 Speed Automatic,FWD,Grey,Black,5,4,Gas,10.6L/100km,7.1L/100km,3000
200,2011,Acura,TSX,234000,Sedan,2.4L,Manual,FWD,Silver,Black,5,4,Gas,9.9L/100km,6.8L/100km,9500
201,2011,Acura,RDX,240000,SUV,4 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,11.7L/100km,8.7L/100km,9999
202,2014,Acura,RDX,290000,SUV,4 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,11600
203,2021,Acura,RDX,58742,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Platinum White Pearl,Black,5,4,Gas,11.3L/100km,9.1L/100km,43495
204,2007,Acura,TL,178878,Sedan,V6 Cylinder Engine,5 Speed Automatic,FWD,Blue,Dark Grey,5,4,Gas,12.3L/100km,7.8L/100km,12999
205,2010,Acura,MDX,181045,SUV,3.7L,6 Speed Automatic,AWD,Aspen White Pearl,Beige,5,4,Gas,13.2L/100km,9.6L/100km,13980
206,2018,Acura,ILX,83020,Sedan,4 Cylinder Engine 2.4L,Automatic,FWD,Bellanova White Pearl,Black,5,4,Gas,9.4L/100km,6.8L/100km,25989
207,2019,Acura,RDX,68000,SUV,4 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,31000
208,2019,Acura,RDX,110024,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Modern Steel Metallic,Black,5,4,Gas,11.0L/100km,8.6L/100km,34995
209,2020,Acura,RDX,60892,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Majestic Black Pearl,Black,5,4,Gas,11.0L/100km,8.6L/100km,38495
210,2019,Acura,RDX,34586,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Majestic Black Pearl,Black,5,4,Gas,11.0L/100km,8.6L/100km,40995
211,2012,Acura,TSX,142791,Sedan,4 Cylinder Engine,5 Speed Automatic,FWD,Crystal Black Pearl,Black,5,4,Gas,9.3L/100km,6.2L/100km,10985
212,2019,Acura,RDX,93111,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Lunar Silver Metallic,Black,5,4,Gas,11.3L/100km,9.1L/100km,38426
213,2020,Acura,RDX,59380,SUV,4 Cylinder Engine,Automatic,AWD,Platinum White Pearl,Black,5,4,Gas,11.0L/100km,8.6L/100km,42994
214,2019,Acura,MDX,88199,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,White Diamond Pearl,Red,7,4,Gas,12.2L/100km,9.0L - 9.5L/100km,39495
215,2020,Acura,RDX,32575,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Platinum White Pearl,Red,5,4,Premium Unleaded,11.3L/100km,9.1L/100km,43888
216,2021,Acura,RDX,19457,SUV,I-4 cyl,10 Speed Automatic,SUV,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,49635
217,2009,Acura,TSX,253873,Sedan,4 CYL,5 Speed Automatic,FWD,Crystal Black Pearl,Black,5,4,Gas,9.6L/100km,6.5L/100km,6990
218,2015,Acura,RDX,230000,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Dark Grey,Black,5,4,Gas,12.1L/100km,8.7L/100km,13888
219,2012,Acura,MDX,141000,SUV,3.7L,Automatic,AWD,Aspen White Pearl,Tan,7,4,Gas,13.2L/100km,9.6L/100km,14995
220,2014,Acura,RDX,177000,SUV,3.5L,Automatic,AWD,White Diamond Pearl,Beige,5,4,Gas,10.7L/100km,7.3L/100km,14995
221,2015,Acura,RDX,161000,SUV,3.5L,Automatic,AWD,Graphite Luster Metallic,Black,5,4,Gas,12.1L/100km,8.7L/100km,17995
222,2015,Acura,RDX,160000,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Crystal Black Pearl,Black,5,4,Gas,12.1L/100km,8.7L/100km,18450
223,2019,Acura,TLX,27630,Sedan,V6 Cylinder Engine 3.5L,Automatic,AWD,Crystal Black Pearl,Black,5,4,Gas,11.4L/100km,7.7L/100km,32495
224,2015,Acura,RDX,154925,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Crystal Black Pearl,Black,5,4,Gas,12.1L/100km,8.7L/100km,18490
225,2015,Acura,MDX,206795,SUV,3.5L 6cyl,Automatic,AWD,Graphite Luster Metallic,Black,7,4,Gas,12.7L/100km,9.1L/100km,18990
226,2017,Acura,TLX,185361,Sedan,3.5L,Automatic,AWD,Black,Black,5,4,Gas,11.2L/100km,7.5L/100km,19798
227,2017,Acura,RDX,182129,SUV,3.5L 6cyl,6 Speed Automatic,AWD,White Diamond Pearl,Tan,5,4,Premium Unleaded,12.4L/100km,8.7L/100km,19990
228,2016,Acura,MDX,187403,SUV,V6 Cylinder Engine,Automatic,AWD,White,Black,7,4,Gas,12.2L/100km,9.1L/100km,20880
229,2016,Acura,RDX,63846,SUV,3.5L,6 Speed Automatic,AWD,Crystal Black Pearl,Black,5,4,Gas,12.4L/100km,8.6L/100km,21995
230,2016,Acura,TLX,106520,Sedan,V6 Cylinder Engine,Automatic,AWD,Bellanova White Pearl,Black,5,4,Gas,11.2L/100km,7.5L/100km,22895
231,2016,Acura,MDX,149000,SUV,V-6 cyl,9 Speed Automatic,AWD,Crystal White Pearl,Beige,5,4,Gas,12.2L/100km,9.1L/100km,25950
233,2021,Acura,RDX,32479,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Modern Steel Metallic,Black,5,4,Gas,11.3L/100km,9.1L/100km,45295
234,2018,Acura,RDX,55656,SUV,3.5L,6 Speed Automatic,AWD,White Diamond Pearl,Black,5,4,Gas,12.4L/100km,8.7L/100km,26995
235,2016,Acura,MDX,124021,SUV,3.5L,Automatic,AWD,Black,Black,7,4,Gas,12.7L/100km,9.1L/100km,27500
236,2018,Acura,TLX,72702,Sedan,V6 Cylinder Engine,9 Speed Automatic,AWD,Black,Black,5,4,Gas,11.4L/100km,7.7L/100km,27880
237,2017,Acura,MDX,159598,SUV,3.5L,Automatic,AWD,Modern Steel Metallic,Black,7,4,Gas,12.6L/100km,9.0L/100km,27888
238,2019,Acura,TLX,56700,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,Modern Steel Metallic,Black,5,4,Gas,10.0L/100km,7.1L/100km,28880
239,2019,Acura,TLX,80000,Sedan,I-4 cyl,8 Speed Automatic with auto-shift,FWD,Crystal Black Pearl,Black,5,4,Gas,10.0L/100km,7.1L/100km,28950
240,2013,Acura,RDX,267187,SUV,V6 Cylinder Engine 3.5L,Automatic,AWD,White,Black,5,4,Gas,9.8L/100km,6.2L/100km,10795
241,2020,Acura,ILX,36253,Sedan,Premium Unleaded I-4 2.4 L/144,Automatic,FWD,Majestic Black Pearl,Black,5,4,Gas,9.9L/100km,7.0L/100km,29998
242,2018,Acura,MDX,118800,SUV,3.5L,Automatic,AWD,Crystal Black Pearl,Brown,5,4,Gas,12.6L/100km,9.0L/100km,34488
243,2019,Acura,RDX,75786,SUV,I-4 cyl,10 Speed Automatic,AWD,White Diamond Pearl,Black,5,4,Gas,11.3L/100km,9.1L/100km,38388
244,2021,Acura,RDX,67950,SUV,4 Cylinder Engine,Automatic,AWD,Apex Blue Pearl,Red,5,4,Gas,11.3L/100km,9.1L/100km,46989
245,2022,Acura,TLX,12209,Sedan,I-4 cyl,10 Speed Automatic,AWD,Modern Steel Metallic,Red,5,4,Gas,11.3L/100km,8.1L/100km,50188
246,2020,Acura,MDX,48622,SUV,Premium Unleaded V-6 3.5 L/212,Automatic,AWD,Majestic Black Pearl,Red,7,4,Gas,12.2L/100km,9.5L/100km,45995
247,2014,Acura,RDX,290000,SUV,4 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,11600
248,2017,Acura,NSX,38000,Coupe,V6 Cylinder Engine,Automatic,AWD,Berlina Black,Black,2,2,Gas Hybrid,9.8L/100km,8.7L/100km,159950
249,2018,Acura,TLX,72000,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,Bellanova White Pearl,Red,5,4,Gas,9.8L/100km,8.7L/100km,29880
250,2019,Acura,ILX,74148,Sedan,201HP 2.4L 4 Cylinder Engine,Automatic,FWD,Apex Blue Pearl,Black,5,4,Gas,9.9L/100km,7.0L/100km,29990
251,2019,Acura,TLX,62099,Sedan,2.4L 4cyl,8 Speed Automatic with auto-shift,FWD,Platinum White Pearl,Beige,5,4,Premium Unleaded,10.0L/100km,7.1L/100km,30388
252,2016,Acura,MDX,53000,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Graphite Luster Metallic,Black,7,4,Gas,12.7L/100km,9.1L/100km,30900
253,2018,Acura,ILX,33810,Sedan,4 Cylinder Engine,8 Speed Automatic,FWD,Lunar Silver Metallic,Black,5,4,Gas,9.4L/100km,6.8L/100km,26988
254,2019,Acura,RDX,77300,SUV,4 Cylinder Engine,10 Speed Automatic,AWD,Obsidian Blue Pearl,Black,5,4,Gas,11.0L/100km,8.6L/100km,32880
255,2018,Acura,MDX,63000,SUV,6 Cylinder,9 Speed Automatic,AWD,Crystal Black Pearl,Black,7,4,Gas,12.6L/100km,9.0L/100km,34880
256,2020,Acura,TLX,15288,Sedan,2.4L,Automatic,FWD,Platinum White Pearl,Red,4,4,Gas,10.2L/100km,7.4L/100km,34888
257,2019,Acura,RDX,48001,SUV,4 Cylinder Engine,Automatic,AWD,Dark Grey,Black,5,4,Gas,11.0L/100km,8.6L/100km,34999
258,2019,Acura,RDX,80538,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Black,5,2,Premium Unleaded,11.0L/100km,8.6L/100km,36600
259,2019,Acura,MDX,37200,SUV,V6 Cylinder Engine,Automatic,AWD,White Diamond Pearl,Black,7,4,Gas,12.2L/100km,9.0L/100km,37900
260,2019,Acura,MDX,111000,SUV,V-6 cyl,Automatic,AWD,Majestic Black Pearl,Black,5,4,Gas,12.2L/100km,9.0L/100km,37900
261,2020,Acura,TLX,47997,Sedan,3.5L 6cyl,9 Speed Automatic,AWD,Modern Steel Metallic,Red,5,2,Premium Unleaded,12.0L/100km,8.2L/100km,38500
262,2019,Acura,RDX,51915,SUV,2.0L 4cyl,10 Speed Automatic,AWD,White Diamond Pearl,Black,5,2,Premium Unleaded,11.0L/100km,8.6L/100km,38588
263,2021,Acura,RDX,58742,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Platinum White Pearl,Black,5,4,Gas,11.3L/100km,9.1L/100km,43495
264,2019,Acura,MDX,58824,SUV,3.5L SOHC,9 Speed Automatic,AWD,Majestic Black Pearl,Black,7,4,Gas,12.2L/100km,9.0L/100km,38699
265,2020,Acura,TLX,39732,Sedan,3.5L 6cyl,9 Speed Automatic,AWD,Majestic Black Pearl,Black,5,2,Premium Unleaded,12.0L/100km,8.2L/100km,38900
266,2019,Acura,RDX,68267,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Black,5,2,Premium Unleaded,11.3L/100km,9.1L/100km,38989
267,2019,Acura,MDX,102550,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Modern Steel Metallic,Black,7,4,Gas,12.2L/100km,9.0L/100km,39597
268,2020,Acura,RDX,70852,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Lunar Silver Metallic,Black,5,2,Premium Unleaded,11.0L/100km,8.6L/100km,40800
269,2019,Acura,MDX,55000,SUV,4 Cylinder Engine,Automatic,FWD,Grey,Black,5,4,Gas,9.8L/100km,8.7L/100km,40999
270,2020,Acura,RDX,79374,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Red,5,2,Premium Unleaded,11.3L/100km,9.1L/100km,41500
271,2019,Acura,RDX,43950,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Gunmetal Metallic,Grey,5,2,Premium Unleaded,11.0L/100km,8.6L/100km,41883
272,2020,Acura,MDX,95764,SUV,3.5L 6cyl,9 Speed Automatic,AWD,Modern Steel Metallic,Red,5,2,Premium Unleaded,12.2L/100km,9.5L/100km,42337
273,2017,Acura,MDX,91412,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Black,Black,5,4,Gas,12.6L/100km,9.0L/100km,33994
274,2020,Acura,RDX,29552,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Gunmetal Metallic,Black,5,2,Premium Unleaded,11.0L/100km,8.6L/100km,42800
275,2019,Acura,MDX,54789,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Majestic Black Pearl,Red,7,4,Gas,12.2L/100km,9.0L - 9.5L/100km,42898
276,2019,Acura,MDX,49100,SUV,V6 Cylinder Engine,Automatic,AWD,Majestic Black Pearl,Black,7,4,Gas,12.2L/100km,9.0L/100km,43688
277,2020,Acura,MDX,32000,SUV,V-6 cyl,9 Speed Automatic,AWD,Modern Steel Metallic,Black,5,4,Gas,12.3L/100km,9.2L/100km,45900
278,2020,Acura,MDX,65000,SUV,V-6 cyl,9 Speed Automatic,AWD,Lunar Silver Metallic,Black,5,4,Gas,12.3L/100km,9.2L/100km,46900
279,2021,Acura,TLX,7259,Sedan,2.0L 4cyl,10 Speed Automatic,AWD,Platinum White Pearl,Beige,5,2,Premium Unleaded,11.2L/100km,8.0L/100km,47555
280,2021,Acura,RDX,37033,SUV,4 Cylinder Engine,10 Speed Automatic,AWD,Majestic Black Pearl,Black,5,4,Gas,11.3L/100km,9.1L/100km,47892
281,2022,Acura,TLX,15100,Sedan,2.0L 4cyl,10 Speed Automatic,AWD,Platinum White Pearl,Black,5,2,Premium Unleaded,11.3L/100km,8.1L/100km,49980
282,2022,Acura,MDX,17582,SUV,3.5L 6cyl,10 Speed Automatic,AWD,Lunar Silver Metallic,Black,5,2,Premium Unleaded,12.6L/100km,9.4L/100km,62800
283,2020,Acura,RDX,59380,SUV,4 Cylinder Engine,Automatic,AWD,Platinum White Pearl,Black,5,4,Gas,11.0L/100km,8.6L/100km,42994
284,2011,Acura,MDX,259061,SUV,3.7L,Automatic,AWD,Crystal Black Pearl,Black,5,4,Gas,13.2L/100km,9.6L/100km,9995
285,2011,Acura,MDX,168000,SUV,V6 Cylinder Engine,Automatic,AWD,Not Specified,Black,5,4,Gas,13.2L/100km,9.6L/100km,11200
286,2013,Acura,MDX,218600,SUV,V6 Cylinder Engine,Automatic,AWD,Grey,Black,7,4,Gas,13.2L/100km,9.6L/100km,13495
287,2013,Acura,MDX,230659,SUV,V6 Cylinder Engine,Automatic,AWD,Grey,Black,7,4,Gas,13.2L/100km,9.6L/100km,13995
288,2014,Acura,TL,167760,Sedan,3.5L,Automatic,FWD,Bellanova White,Beige,5,4,Gas,10.4L/100km,6.8L/100km,14900
289,2013,Acura,MDX,191687,SUV,3.7L,Automatic,AWD,White,Black,7,4,Gas,13.2L/100km,9.6L/100km,14999
290,2011,Acura,MDX,154800,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Crystal Black Pearl,Black,7,4,Gas,13.2L/100km,9.6L/100km,15495
292,2015,Acura,RDX,192000,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,White Diamond Pearl,Black,5,4,Gas,12.4L/100km,8.7L/100km,15988
293,2019,Acura,TLX,27630,Sedan,V6 Cylinder Engine 3.5L,Automatic,AWD,Crystal Black Pearl,Black,5,4,Gas,11.4L/100km,7.7L/100km,32495
294,2012,Acura,MDX,175860,SUV,3.7L 6cyl,6 Speed Automatic,AWD,Crystal Black Pearl,Black,5,4,Premium Unleaded,13.2L/100km,9.6L/100km,15990
295,2013,Acura,MDX,151000,SUV,6,Automatic,AWD,White,Beige,5,4,Gas,13.2L/100km,9.6L/100km,16995
296,2016,Acura,ILX,106000,Sedan,4 Cylinder Engine,Automatic,FWD,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,17900
297,2015,Acura,TLX,138000,Sedan,2.5L,Automatic,FWD,Bellanova White Pearl,Brown,5,4,Gas,9.8L/100km,8.7L/100km,17995
298,2016,Acura,MDX,226214,SUV,V6 Cylinder Engine,Automatic,AWD,White,Black,7,5,Gas,12.7L/100km,9.1L/100km,17999
299,2014,Acura,TL,105840,Sedan,3.5L,Automatic,FWD,Bellanova White Pearl,Black,5,4,Gas,10.4L/100km,6.8L/100km,18888
300,2015,Acura,RLX,188900,Sedan,3.5L,Automatic,FWD,Crystal Black Pearl,Black,5,4,Gas,11.9L/100km,7.7L/100km,18995
301,2015,Acura,TLX,135000,Sedan,V6 Cylinder Engine,9 Speed Automatic,AWD,Slate Silver Metallic,Black,5,4,Gas,11.2L/100km,7.5L/100km,19900
302,2016,Acura,RDX,171422,SUV,3.5L,Automatic,AWD,Grey,Black,5,4,Gas,12.4L/100km,8.6L/100km,19995
303,2019,Acura,MDX,53052,SUV,V6 Cylinder Engine,9 Speed Automatic,AWD,Majestic Black Pearl,Red,5,4,Gas,12.2L/100km,9.0L - 9.5L/100km,43880
304,2015,Acura,TLX,98374,Sedan,V6 Cylinder Engine,Automatic,FWD,Bellanova White Pearl,Black,5,4,Gas,11.2L/100km,6.9L/100km,22880
305,2016,Acura,RDX,128850,SUV,3.5L,Automatic,AWD,Crystal Black Pearl,Black,5,4,Gas,10.7L/100km,7.3L/100km,23888
306,2016,Acura,MDX,163900,SUV,V6 Cylinder Engine,Automatic,AWD,Black,Black,7,4,Gas,12.2L/100km,9.1L/100km,24888
307,2016,Acura,MDX,99000,SUV,3.5L,Automatic,AWD,Not Specified,Black,5,4,Gas,12.7L/100km,9.1L/100km,24900
308,2017,Acura,MDX,163234,SUV,V6 Cylinder Engine,Automatic,AWD,White,Brown,5,4,Gas,12.2L/100km,9.0L/100km,25995
309,2017,Acura,RDX,95750,SUV,3.5L,Automatic,AWD,Dark Grey,Light Grey,5,4,Gas,12.4L/100km,8.7L/100km,26988
310,2014,Acura,RLX,68000,Sedan,3.5 V6 Hybrid,Automatic,AWD,Dark Grey,White,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,27490
311,2019,Acura,ILX,19786,Sedan,4 Cylinder Engine,Automatic,FWD,Black,Black,5,4,Gas,9.9L/100km,7.0L/100km,28995
312,2019,Acura,TLX,77699,Sedan,3.5L SOHC 24-Valve VTEC V6 -inc: Aluminum-alloy,Automatic,AWD,Crystal Black Pearl,Black,5,4,Gas,11.4L/100km,7.7L/100km,29988
313,2020,Acura,RDX,39100,SUV,4 Cylinder Engine,10 Speed Automatic,AWD,Platinum White Pearl,Black,5,4,Gas,11.3L/100km,9.1L/100km,44988
314,2019,Acura,ILX,42727,Sedan,2.4L 4cyl,8 Speed Automatic with auto-shift,FWD,Platinum White Pearl,Black,5,2,Premium Unleaded,9.9L/100km,7.0L/100km,30841
315,2020,Acura,RDX,30786,SUV,4 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,11.0L/100km,8.6L/100km,39995
316,2019,Acura,MDX,42081,SUV,3.5L 6cyl,9 Speed Automatic,AWD,White Diamond Pearl,Black,5,5,Premium Unleaded,12.2L/100km,9.0L/100km,40588
317,2021,Acura,RDX,66960,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Black,5,5,Premium Unleaded,11.0L/100km,8.6L/100km,41599
318,2019,Acura,RDX,40305,SUV,4 Cylinder Engine,Automatic,AWD,White Diamond Pearl,Red,5,4,Gas,11.3L/100km,9.1L/100km,41999
319,2020,Acura,RDX,39727,SUV,2.0L 4cyl,10 Speed Automatic,AWD,Majestic Black Pearl,Black,5,5,Gas,11.3L/100km,9.1L/100km,43399
321,2009,Acura,MDX,195152,SUV,V6 Cylinder Engine,5 Speed Automatic,AWD,Formal Black,Black,7,4,Gas,13.8L/100km,10.0L/100km,10990
322,2010,Acura,MDX,179777,SUV,3.7L,Automatic,AWD,Crystal Black Pearl,Beige,5,4,Gas,13.2L/100km,9.6L/100km,13888
323,2020,Acura,TLX,52337,Sedan,V-6 cyl,9 Speed Automatic,AWD,Platinum White Pearl,Black,5,4,Premium Unleaded,12.0L/100km,8.2L/100km,39799
324,2011,Acura,MDX,215416,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Aspen White Pearl,Beige,7,4,Gas,13.2L/100km,9.6L/100km,13999
325,2012,Acura,MDX,205152,SUV,3.7L,Automatic,AWD,Grey,Black,7,4,Gas,13.2L/100km,9.6L/100km,13999
326,2011,Acura,MDX,201185,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Burgundy,Black,7,4,Gas,13.2L/100km,9.6L/100km,14999
327,2012,Acura,MDX,169750,SUV,3.7L,Automatic,AWD,White,Beige,7,4,Gas,13.2L/100km,9.6L/100km,15990
328,2012,Acura,TL,155770,Sedan,3.7L,6 Speed Automatic,AWD,Black,Brown,5,4,Gas,11.4L/100km,7.6L/100km,16995
329,2015,Acura,ILX,88000,Sedan,4 Cylinder Engine,Automatic,FWD,Grey,Black,5,4,Gas,9.8L/100km,6.7L/100km,17950
330,2014,Acura,RDX,152000,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Graphite Luster Metallic,Black,5,4,Gas,10.7L/100km,7.3L/100km,18900
331,2014,Acura,RDX,144879,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Kona Coffee Metallic,Black,5,4,Gas,10.7L/100km,7.3L/100km,19500
332,2017,Acura,ILX,129899,Sedan,2.4L,Automatic,FWD,Black,Black,5,4,Gas,9.3L/100km,6.6L/100km,20999
